4.26	-2.53
4.27	-1.24
4.28	-0.28
4.29	0.23
4.30	0.36
4.31	0.32
4.32	0.33
4.33	0.55
4.34	1.06
4.35	1.75
4.36	2.45
4.37	2.95
4.38	3.11
4.39	2.90
4.40	2.38
4.41	1.71
4.42	1.06
4.43	0.56
4.44	0.21
4.45	-0.07
4.46	-0.43
4.47	-1.01
4.48	-1.87
4.49	-2.98
4.50	-4.19
4.51	-5.28
4.52	-6.05
4.53	-6.37
4.54	-6.26
4.55	-5.84
4.56	-5.33
4.57	-4.96
4.58	-4.86
4.59	-5.07
4.60	-5.45
4.61	-5.79
4.62	-5.85
4.63	-5.44
4.64	-4.53
4.65	-3.22
4.66	-1.75
4.67	-0.42
4.68	0.50
4.69	0.85
4.70	0.62
4.71	-0.05
4.72	-0.91
4.73	-1.68
4.74	-2.11
4.75	-2.05
4.76	-1.46
4.77	-0.41
4.78	0.95
4.79	2.42
4.80	3.81
4.81	4.96
4.82	5.73
4.83	6.06
4.84	5.90
4.85	5.32
4.86	4.42
4.87	3.38
4.88	2.44
4.89	1.82
4.90	1.73
4.91	2.23
4.92	3.26
4.93	4.61
4.94	5.92
4.95	6.83
4.96	7.00
4.97	6.27
4.98	4.70
4.99	2.54
5.00	0.21
5.01	-1.83
5.02	-3.21
5.03	-3.71
5.04	-3.38
5.05	-2.44
5.06	-1.24
5.07	-0.16
5.08	0.55
5.09	0.80
5.10	0.69
5.11	0.43
5.12	0.30
5.13	0.49
5.14	1.04
5.15	1.87
5.16	2.76
5.17	3.48
5.18	3.85
5.19	3.83
5.20	3.55
5.21	3.24
5.22	3.13
5.23	3.40
5.24	4.06
5.25	4.94
5.26	5.73
5.27	6.08
5.28	5.69
5.29	4.47
5.30	2.52
5.31	0.17
5.32	-2.15
5.33	-4.01
5.34	-5.09
5.35	-5.29
5.36	-4.73
5.37	-3.71
5.38	-2.60
5.39	-1.74
5.40	-1.36
5.41	-1.47
5.42	-1.96
5.43	-2.60
5.44	-3.16
5.45	-3.47
5.46	-3.49
5.47	-3.28
5.48	-2.96
5.49	-2.66
5.50	-2.43
5.51	-2.20
5.52	-1.85
5.53	-1.18
5.54	-0.07
5.55	1.50
5.56	3.38
5.57	5.28
5.58	6.83
5.59	7.66
5.60	7.53
5.61	6.39
5.62	4.45
5.63	2.08
5.64	-0.20
5.65	-1.92
5.66	-2.70
5.67	-2.43
5.68	-1.22
5.69	0.57
5.70	2.47
5.71	3.98
5.72	4.72
5.73	4.50
5.74	3.39
5.75	1.66
5.76	-0.28
5.77	-2.00
5.78	-3.14
5.79	-3.54
5.80	-3.24
5.81	-2.46
5.82	-1.53
5.83	-0.82
5.84	-0.56
5.85	-0.87
5.86	-1.64
5.87	-2.65
5.88	-3.56
5.89	-4.09
5.90	-4.06
5.91	-3.45
5.92	-2.41
5.93	-1.24
5.94	-0.26
5.95	0.29
5.96	0.26
5.97	-0.28
5.98	-1.14
5.99	-2.01
6.00	-2.61
6.01	-2.74
6.02	-2.32
6.03	-1.47
6.04	-0.41
6.05	0.58
6.06	1.27
6.07	1.50
6.08	1.27
6.09	0.68
6.10	-0.09
6.11	-0.86
6.12	-1.52
6.13	-2.02
6.14	-2.40
6.15	-2.75
6.16	-3.15
6.17	-3.63
6.18	-4.13
6.19	-4.55
6.20	-4.75
6.21	-4.63
6.22	-4.15
6.23	-3.35
6.24	-2.36
6.25	-1.33
6.26	-0.41
6.27	0.32
6.28	0.85
6.29	1.22
6.30	1.49
6.31	1.71
6.32	1.88
6.33	1.92
6.34	1.77
6.35	1.35
6.36	0.69
6.37	-0.10
6.38	-0.81
6.39	-1.21
6.40	-1.09
6.41	-0.40
6.42	0.74
6.43	2.05
6.44	3.14
6.45	3.61
6.46	3.22
6.47	1.92
6.48	-0.05
6.49	-2.29
6.50	-4.27
6.51	-5.52
6.52	-5.76
6.53	-4.98
6.54	-3.45
6.55	-1.61
6.56	0.04
6.57	1.07
6.58	1.30
6.59	0.76
6.60	-0.25
6.61	-1.36
6.62	-2.19
6.63	-2.50
6.64	-2.28
6.65	-1.68
6.66	-1.01
6.67	-0.58
6.68	-0.60
6.69	-1.12
6.70	-1.98
6.71	-2.90
6.72	-3.57
6.73	-3.71
6.74	-3.22
6.75	-2.15
6.76	-0.71
6.77	0.81
6.78	2.12
6.79	3.00
6.80	3.36
6.81	3.23
6.82	2.74
6.83	2.04
6.84	1.29
6.85	0.58
6.86	-0.01
6.87	-0.45
6.88	-0.73
6.89	-0.83
6.90	-0.73
6.91	-0.44
6.92	0.01
6.93	0.52
6.94	0.97
6.95	1.22
6.96	1.17
6.97	0.78
6.98	0.15
6.99	-0.56
7.00	-1.14
7.01	-1.38
7.02	-1.16
7.03	-0.47
7.04	0.58
7.05	1.78
7.06	2.91
7.07	3.81
7.08	4.39
7.09	4.70
7.10	4.85
7.11	4.97
7.12	5.17
7.13	5.44
7.14	5.67
7.15	5.71
7.16	5.42
7.17	4.75
7.18	3.78
7.19	2.72
7.20	1.89
7.21	1.57
7.22	1.93
7.23	2.94
7.24	4.36
7.25	5.77
7.26	6.74
7.27	6.87
7.28	5.99
7.29	4.20
7.30	1.83
7.31	-0.62
7.32	-2.62
7.33	-3.77
7.34	-3.89
7.35	-3.07
7.36	-1.63
7.37	-0.01
7.38	1.33
7.39	2.07
7.40	2.09
7.41	1.45
7.42	0.39
7.43	-0.79
7.44	-1.81
7.45	-2.52
7.46	-2.84
7.47	-2.84
7.48	-2.64
7.49	-2.37
7.50	-2.13
7.51	-1.96
7.52	-1.87
7.53	-1.83
7.54	-1.84
7.55	-1.89
7.56	-2.02
7.57	-2.23
7.58	-2.51
7.59	-2.82
7.60	-3.07
7.61	-3.18
7.62	-3.08
7.63	-2.77
7.64	-2.30
7.65	-1.81
7.66	-1.41
7.67	-1.21
7.68	-1.23
7.69	-1.42
7.70	-1.62
7.71	-1.67
7.72	-1.42
7.73	-0.82
7.74	0.10
7.75	1.17
7.76	2.18
7.77	2.92
7.78	3.27
7.79	3.19
7.80	2.76
7.81	2.17
7.82	1.60
7.83	1.21
7.84	1.08
7.85	1.19
7.86	1.48
7.87	1.83
7.88	2.16
7.89	2.45
7.90	2.71
7.91	3.01
7.92	3.37
7.93	3.78
7.94	4.16
7.95	4.36
7.96	4.25
7.97	3.76
7.98	2.93
7.99	1.91
8.00	0.95
8.01	0.32
8.02	0.21
8.03	0.66
8.04	1.56
8.05	2.60
8.06	3.45
8.07	3.78
8.08	3.40
8.09	2.36
8.10	0.88
8.11	-0.67
8.12	-1.89
8.13	-2.49
8.14	-2.36
8.15	-1.62
8.16	-0.58
8.17	0.34
8.18	0.77
8.19	0.48
8.20	-0.53
8.21	-2.03
8.22	-3.63
8.23	-4.89
8.24	-5.47
8.25	-5.19
8.26	-4.12
8.27	-2.54
8.28	-0.85
8.29	0.52
8.30	1.24
8.31	1.17
8.32	0.35
8.33	-1.00
8.34	-2.55
8.35	-3.97
8.36	-5.00
8.37	-5.51
8.38	-5.50
8.39	-5.06
8.40	-4.36
8.41	-3.54
8.42	-2.72
8.43	-1.95
8.44	-1.22
8.45	-0.50
8.46	0.23
8.47	0.96
8.48	1.61
8.49	2.10
8.50	2.33
8.51	2.23
8.52	1.79
8.53	1.08
8.54	0.22
8.55	-0.62
8.56	-1.26
8.57	-1.59
8.58	-1.55
8.59	-1.16
8.60	-0.53
8.61	0.22
8.62	0.95
8.63	1.56
8.64	2.01
8.65	2.32
8.66	2.54
8.67	2.74
8.68	2.96
8.69	3.17
8.70	3.30
8.71	3.23
8.72	2.82
8.73	2.01
8.74	0.80
8.75	-0.69
8.76	-2.27
8.77	-3.65
8.78	-4.58
8.79	-4.87
8.80	-4.49
8.81	-3.53
8.82	-2.23
8.83	-0.88
8.84	0.19
8.85	0.77
8.86	0.76
8.87	0.22
8.88	-0.67
8.89	-1.64
8.90	-2.45
8.91	-2.92
8.92	-3.02
8.93	-2.80
8.94	-2.42
8.95	-2.05
8.96	-1.82
8.97	-1.81
8.98	-1.97
8.99	-2.19
9.00	-2.34
9.01	-2.31
9.02	-2.05
9.03	-1.62
9.04	-1.13
9.05	-0.73
9.06	-0.54
9.07	-0.62
9.08	-0.95
9.09	-1.40
9.10	-1.81
9.11	-2.04
9.12	-1.97
9.13	-1.60
9.14	-0.99
9.15	-0.28
9.16	0.35
9.17	0.79
9.18	0.93
9.19	0.78
9.20	0.40
9.21	-0.11
9.22	-0.63
9.23	-1.06
9.24	-1.34
9.25	-1.45
9.26	-1.40
9.27	-1.21
9.28	-0.89
9.29	-0.49
9.30	-0.02
9.31	0.48
9.32	0.97
9.33	1.37
9.34	1.64
9.35	1.73
9.36	1.63
9.37	1.39
9.38	1.09
9.39	0.84
9.40	0.72
9.41	0.82
9.42	1.12
9.43	1.56
9.44	2.03
9.45	2.40
9.46	2.55
9.47	2.42
9.48	2.02
9.49	1.45
9.50	0.82
9.51	0.26
9.52	-0.10
9.53	-0.22
9.54	-0.12
9.55	0.14
9.56	0.46
9.57	0.75
9.58	0.92
9.59	0.97
9.60	0.90
9.61	0.76
9.62	0.61
9.63	0.48
9.64	0.40
9.65	0.34
9.66	0.29
9.67	0.21
9.68	0.10
9.69	-0.06
9.70	-0.24
9.71	-0.40
9.72	-0.50
9.73	-0.53
9.74	-0.48
9.75	-0.36
9.76	-0.21
9.77	-0.06
9.78	0.07
9.79	0.15
9.80	0.18
9.81	0.18
9.82	0.16
9.83	0.14
9.84	0.13
9.85	0.13
9.86	0.15
9.87	0.19
9.88	0.23
9.89	0.27
9.90	0.30
9.91	0.31
9.92	0.30
9.93	0.27
9.94	0.23
9.95	0.17
9.96	0.11
9.97	0.05
9.98	0.02
9.99	0.00
